abandon over,false,abandon, ,over
be born,false,be, ,born
be versed,false,be, ,versed
be wont,false,be, wont
brisk up,false,brisk, ,up
cry down,false,cry, ,down
cry out,false,cry, ,out
cry up,false,cry, ,up
dance attendance,false,dance, ,attendance
deliver over,false,deliver, ,over
deliver up,false,deliver, ,up
gise ground,false,gise, ,ground
hush up,false,hush, ,up
sheer off,false,sheer, ,off
stave and tail,false,stave, ,and, ,tail
